RSI,MACD,MACD_signal
65.81258220612155,2.9829873412778625,2.917480089850806
66.99078905225362,2.980370213809124,2.93005811464247
61.55509476815943,2.8342699548087467,2.910900482675726
51.53665426729865,2.4426042823178022,2.8172412426041413
53.34784043190268,2.1621527807100165,2.6862235502253164
53.81256775785,1.9313471565933469,2.535248271498923
46.17778614704546,1.5195040361988958,2.3320994244389177
41.90152541147224,1.0399174998648277,2.0736630395241
39.05286564996501,0.550213888778444,1.7689732093749686
36.74116763345717,0.07252343691550323,1.4296832548830758
40.36966442714532,-0.21880125826953645,1.0999863522525535
47.503791986538225,-0.26028013616928547,0.8279330545681858
48.33940221156322,-0.2666777739976851,0.6090108888550116
52.930206073869904,-0.1370271737321218,0.45980327633758494
45.24178134303976,-0.26761969860990575,0.3143186813480868
55.34930800753596,-0.028652363985656848,0.24572447228133812
58.35599114453066,0.2817482812497474,0.25292923407502
59.14476944198845,0.5544354160495004,0.3132304704699161
60.29061068768598,0.8080286365785696,0.4121901036916468
58.52299434764997,0.9512366738982792,0.5199994177329733
57.8304079602892,1.0350465416113366,0.623008842508646
56.58476794596346,1.0586007508838975,0.7101272241836963
61.139351316144,1.2181534703893249,0.811732473424822
70.33762812076198,1.7496759318777322,0.9993211651154041
75.53299111842796,2.4963710121679696,1.2987311345259174
75.33876843437523,3.048153527926047,1.6486156132059435
72.68850214608732,3.3827050314068856,1.995433496846132
53.95564431450219,3.0287188300723074,2.2020905634913674
50.74590764660095,2.5852399677153244,2.278720444336159
51.25689507333696,2.229862055980334,2.2689487666649937
54.2659206431724,2.052858141589809,2.2257306416499567
57.4007564730953,2.0311843267073755,2.1868213786614406
56.54695170560427,1.9623380691588181,2.1419247167609163
59.4180815918448,2.0128734734253158,2.116114468093796
64.07990316570285,2.2608670411734693,2.145064982709731
70.00436391420693,2.7987438587405222,2.2758007579158894
76.02802064748988,3.7107699253957662,2.562794591411865
60.80911538353723,3.7783599214885726,2.8059076574272064
65.08840928685979,4.132074477726746,3.071141021487114
68.56990734018683,4.685986742839532,3.394110165757598
66.10440903298894,4.954083397924137,3.7061048121909055
70.07389315997499,5.492972989253303,4.063478447603385
67.97935882773706,5.758450897112198,4.402472937505149
68.07515659202463,5.909597965695525,4.7038979431432235
70.90447383988264,6.225515492754312,5.008221453065442
70.49913960752883,6.386128763324564,5.283802915117267
74.6771680746441,6.866767322736337,5.600395796641081
77.00046158454424,7.448273119167425,5.96997126114635
72.38682734287538,7.636310160597304,6.303239041036542
69.09648060762986,7.561794336525509,6.554950100134336
65.58218942957208,7.269660350867753,6.69789215028102
68.50118430630042,7.207621925057651,6.799838105236347
68.89151948433575,7.11118017349645,6.8621065188883685
71.15632449659428,7.156404668159325,6.92096614874256
68.40069973921274,7.006578791691027,6.938088677332255
71.01374167839732,7.033506338142502,6.9571722094943045
