RSI,MACD,MACD_signal
68.9475152445464,43.79038381819191,41.32915553415675
65.45506541085882,43.17357500417302,41.69803942816
61.14211107831166,40.984182628469625,41.55526806822193
57.961450421335755,37.862873130371554,40.81678908065186
58.434294747717566,35.176572262854734,39.68874571709243
56.10815124224305,32.01851235510958,38.15469904469586
53.113036406728604,28.321017984595983,36.187962832675886
52.67681085193501,24.97772731841451,33.94591572982361
45.01875672389812,19.69568788116794,31.095870160092478
43.05596284166586,14.640463958753116,27.80478891982461
41.591326137407705,9.993659302060678,24.242562996271825
45.74080099681808,7.323215091807924,20.858693415379047
43.89249903497504,4.550836122615237,17.597121956826285
50.29986550852536,4.094632245069988,14.896624014475027
40.30557716344066,0.12632855474203097,11.94256492252843
51.55557754148831,0.8839672183903531,9.730845381700814
53.92565391944238,2.4478839238881847,8.274253090138288
53.13297962501017,3.367671839319428,7.292936839974516
54.47088835771008,4.565253005662271,6.747400073112067
56.06817874026997,6.060961862418935,6.610112430973441
57.27462509495044,7.619241315861473,6.811938207951048
58.19273566964645,9.091520188891081,7.267854604139055
59.39179049256863,10.572974916320163,7.928878666575278
60.61282890734989,12.046331470102814,8.752369227280786
61.89007547525334,13.511709608022556,9.70423730342914
69.92735967338182,17.93681544704168,11.35075293215165
70.56008816585447,21.5240429226601,13.385410930253341
56.22169901139492,20.43490156683265,14.795309057569206
52.7540144272183,18.251045500963755,15.486456346248115
49.38992703201075,15.206473990656832,15.43045987512986
50.54528968595396,13.030738773286885,14.950515654761265
52.456826354146024,11.80381529787337,14.321175583383686
53.091112623586206,10.911452856476899,13.639231038002329
54.98325813194602,10.683061167559117,13.047997063913687
62.39358754539973,13.081864702822713,13.054770591695494
58.27532138858734,13.736062746658718,13.19102902268814
62.085164214437846,15.613328305257255,13.675488879201964
39.19096080666007,7.868811824896966,12.514153468340965
39.66890856686108,1.8917825388607525,10.389679282444922
47.14050549672411,0.19796435135276624,8.35133629622649
46.48991313362876,-1.447254620071817,6.391618112966829
45.780281875409834,-3.049209602013434,4.503452569970777
51.80551573353385,-1.7639126835692878,3.2499795192627636
54.391253434284955,0.45019644266039904,2.690022903942291
